Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD),Loan sanctioned
M,64.0,3530.09,Low,Working,Accountants,Semi-Urban,138475.81,565.13,3.0,858.89,0,Inactive,Rural,1,235480.21,103856.86,True
M,24.0,1828.08,Low,Working,Laborers,Semi-Urban,90440.51,362.52,3.0,740.04,0,Inactive,Rural,1,161945.32,63308.36,True
F,58.0,2009.47,Low,Working,Sales staff,Semi-Urban,66174.41,337.05,2.0,697.72,0,Active,Urban,1,76719.13,46322.09,True
M,18.0,1740.74,Low,State servant,Medicine staff,Semi-Urban,121403.17,391.08,3.0,747.24,0,Inactive,Urban,1,153989.82,78912.06,True
M,56.0,3449.2,Low,Commercial associate,Not available,Semi-Urban,45864.31,0.0,2.0,656.12,0,Active,Semi-Urban,1,84044.64,32105.02,True
F,37.0,2268.02,Low,Working,Not available,Semi-Urban,194150.62,677.1,2.0,787.27,1,Active,Semi-Urban,1,254796.26,145612.96,True
F,51.0,0.0,Low,Working,Laborers,Semi-Urban,71723.64,474.61,2.0,672.73,0,Inactive,Urban,1,83265.28,46620.37,True
M,43.0,3399.09,Low,Commercial associate,Not available,Rural,126414.48,732.28,2.0,702.36,0,Inactive,Semi-Urban,1,233034.02,82169.41,True
F,48.0,3731.22,Low,Working,Sales staff,Semi-Urban,24603.52,134.76,3.0,799.56,0,Inactive,Urban,1,45478.71,18452.64,True
F,61.0,1063.54,High,Pensioner,Retired,Semi-Urban,46249.08,322.93,3.0,762.59,0,Active,Semi-Urban,1,51597.83,32374.36,True
M,33.0,1245.64,Low,Working,Core staff,Semi-Urban,110836.35,346.21,2.0,812.18,0,Unpossessed,Semi-Urban,1,193463.72,83127.26,True
M,64.0,1916.52,Low,Working,Core staff,Semi-Urban,41351.46,260.03,3.0,750.13,0,Active,Semi-Urban,1,58270.33,31013.6,True
F,64.0,2868.9,Low,Working,Cooking staff,Rural,106981.1,839.03,4.0,726.65,1,Active,Rural,1,201045.72,74886.77,True
M,47.0,2578.85,Low,Commercial associate,Managers,Rural,89417.31,479.95,2.0,740.04,0,Unpossessed,Semi-Urban,1,113981.97,67062.98,True
M,61.0,0.0,High,Pensioner,Retired,Urban,40076.17,184.87,4.0,853.91,0,Unpossessed,Rural,0,56836.9,28053.32,True
M,20.0,3314.54,Low,State servant,Core staff,Rural,169328.77,707.3,3.0,709.22,0,Unpossessed,Rural,1,217992.99,118530.14,True
F,29.0,1867.69,Low,Working,Managers,Semi-Urban,64430.56,370.65,3.0,782.58,0,Active,Rural,1,86714.61,45101.39,True
M,63.0,2340.12,Low,Working,Not available,Semi-Urban,28341.22,139.25,3.0,740.04,1,Active,Rural,1,44870.4,19838.85,True
F,18.0,1858.56,Low,Commercial associate,Laborers,Semi-Urban,129869.06,422.91,2.0,787.91,0,Unpossessed,Rural,1,229899.19,103895.25,True
M,23.0,0.0,Low,State servant,Medicine staff,Semi-Urban,14607.34,140.75,2.0,767.94,1,Active,Semi-Urban,1,23566.63,10225.14,True
F,24.0,1684.12,Low,State servant,Core staff,Semi-Urban,164826.72,499.65,2.0,802.97,0,Active,Semi-Urban,1,307829.88,131861.38,True
F,50.0,1293.44,Low,Working,Not available,Rural,37900.78,198.53,1.0,699.08,0,Active,Urban,1,62974.39,24635.51,True
F,62.0,5351.7775,Low,Commercial associate,Sales staff,Urban,196416.82,620.99,2.0,674.52,0,Unpossessed,Semi-Urban,1,369850.44375,137491.77,True
F,40.0,3049.4,Low,Working,Sales staff,Semi-Urban,152446.88,689.28,2.0,664.41,1,Active,Urban,1,228119.88,99090.47,True
M,42.0,1926.96,Low,Working,High skill tech staff,Semi-Urban,38105.66,198.3,2.0,686.19,0,Inactive,Urban,1,63848.38,26673.96,True
F,28.0,2334.86,Low,Working,Laborers,Semi-Urban,49303.27,319.48,2.0,801.84,0,Active,Rural,1,83037.78,39442.62,True
M,65.0,1299.9,High,Pensioner,Retired,Semi-Urban,38253.63,174.48,2.0,855.41,0,Unpossessed,Rural,0,69040.61,34428.27,True
F,48.0,2794.76,Low,Commercial associate,Laborers,Semi-Urban,99827.95,498.44,2.0,712.97,0,Active,Semi-Urban,1,152658.34,64888.17,True
M,56.0,2352.95,Low,Working,Drivers,Semi-Urban,131425.58,384.51,2.0,675.93,0,Active,Semi-Urban,1,213952.58,85426.63,True
F,56.0,2150.75,Low,Working,Core staff,Semi-Urban,39646.86,267.72,1.0,785.18,0,Inactive,Rural,1,73595.89,31717.49,True
M,43.0,1340.66,Low,Working,Medicine staff,Semi-Urban,30933.59,325.66,2.0,852.2,0,Active,Rural,1,50480.38,21653.51,True
M,19.0,2674.23,Low,Working,Not available,Urban,216614.01,639.57,1.0,666.38,0,Active,Rural,1,324024.1,140799.11,True
F,34.0,3100.12,Low,Working,Sales staff,Semi-Urban,96672.13,382.48,2.0,783.02,0,Active,Rural,1,143515.1,72504.1,True
F,38.0,3468.81,Low,Commercial associate,Drivers,Semi-Urban,120517.23,887.82,2.0,666.22,0,Inactive,Semi-Urban,1,182406.48,84362.06,True
F,41.0,2636.37,Low,Working,Laborers,Semi-Urban,110360.21,330.95,0.0,740.04,0,Active,Urban,1,180086.41,77252.15,True
F,33.0,933.51,Low,Working,Not available,Rural,76960.38,234.81,2.0,819.39,0,Inactive,Rural,1,116540.75,53872.27,True
F,27.0,3393.35,Low,Commercial associate,Sales staff,Urban,61632.24,341.19,1.0,837.58,0,Inactive,Semi-Urban,1,110006.91,43142.57,True
F,32.0,3453.22,Low,Commercial associate,Managers,Urban,51514.8,455.68,1.0,841.01,0,Inactive,Urban,1,96720.6,36060.36,True
F,62.0,0.0,High,Pensioner,Retired,Semi-Urban,64225.05,188.63,0.0,827.85,0,Unpossessed,Semi-Urban,0,115960.55,48168.79,True
M,18.0,2070.77,Low,Commercial associate,Not available,Semi-Urban,14892.62,170.59,3.0,705.82,0,Unpossessed,Urban,1,22216.68,9680.2,True
F,62.0,2017.13,High,Pensioner,Retired,Semi-Urban,201675.74,537.73,2.0,778.16,0,Inactive,Urban,0,251516.98,161340.59,True
M,50.0,4022.38,Low,Commercial associate,Core staff,Urban,246597.03749999998,750.39,0.0,852.95,1,Active,Rural,1,369850.44375,177270.41499999998,True
F,65.0,3103.36,Low,Pensioner,Retired,Semi-Urban,105173.22,385.42,2.0,881.01,0,Active,Semi-Urban,1,190350.84,84138.58,True
M,39.0,0.0,Low,State servant,Core staff,Semi-Urban,84433.9,267.03,1.0,726.74,0,Active,Rural,1,98894.27,59103.73,True
F,18.0,1954.68,Low,Working,Accountants,Semi-Urban,37784.6,412.47,1.0,706.29,0,Active,Urban,1,56258.1,26449.22,True
F,32.0,1885.67,Low,Working,Laborers,Semi-Urban,35185.66,161.54,2.0,754.81,0,Unpossessed,Rural,1,42196.47,24629.96,True
M,35.0,3907.9,Low,Commercial associate,Laborers,Urban,169584.22,526.19,0.0,706.0,0,Inactive,Semi-Urban,1,293554.63,110229.74,True
F,57.0,0.0,Low,Commercial associate,Accountants,Semi-Urban,201831.46,560.41,2.0,810.24,0,Active,Rural,1,258499.66,161465.17,True
M,31.0,2088.46,Low,Commercial associate,Laborers,Urban,31269.43,289.81,2.0,825.46,1,Active,Urban,1,47477.81,23452.07,True
F,40.0,2540.42,Low,Working,Not available,Rural,89666.92,220.87,2.0,748.98,0,Active,Semi-Urban,1,107850.42,62766.84,True
F,36.0,3856.45,Low,State servant,Managers,Semi-Urban,165734.69,703.94,2.0,739.95,0,Unpossessed,Rural,1,256095.84,116014.28,True
M,63.0,1567.72,High,Pensioner,Retired,Semi-Urban,91504.33,303.21,2.0,842.34,0,Active,Rural,1,104727.85,64053.03,True
M,56.0,2026.44,Low,Working,Sales staff,Semi-Urban,26003.58,124.89,1.0,740.04,0,Unpossessed,Semi-Urban,1,44890.86,18202.51,True
F,46.0,3178.37,Low,Working,Laborers,Semi-Urban,103298.92,419.65,2.0,732.74,0,Inactive,Semi-Urban,1,182909.92,67144.3,True
M,63.0,1015.48,Low,Working,Medicine staff,Rural,27238.33,158.72,0.0,765.68,0,Active,Rural,1,50160.43,20428.75,True
F,18.0,0.0,Low,Working,Laborers,Semi-Urban,47275.33,278.85,2.0,840.32,0,Unpossessed,Rural,1,82008.22,35456.5,True
F,56.0,2008.73,Low,Working,Cooking staff,Semi-Urban,64137.71,388.26,4.0,782.61,0,Inactive,Semi-Urban,1,116342.12,44896.4,True
M,44.0,3512.9,Low,Working,Not available,Urban,61173.84,432.35,1.0,762.0,0,Unpossessed,Rural,1,73933.47,42821.69,True
M,57.0,2885.04,Low,Working,Core staff,Semi-Urban,45810.02,166.04,2.0,873.59,0,Active,Rural,1,81507.5,32067.01,True
F,18.0,1115.65,Low,Commercial associate,IT staff,Rural,42377.36,159.52,4.0,702.52,0,Active,Semi-Urban,1,57410.64,27545.28,True
F,48.0,1834.73,Low,Working,Security staff,Semi-Urban,63641.6,325.51,0.0,685.59,0,Inactive,Semi-Urban,1,83432.44,41367.04,True
M,54.0,0.0,Low,Working,Not available,Semi-Urban,26434.11,125.18,1.0,810.25,0,Unpossessed,Urban,1,31798.28,18503.88,True
M,57.0,0.0,Low,Working,Core staff,Urban,74697.38,381.97,3.0,864.42,1,Active,Rural,1,111989.07,59757.9,True
F,47.0,2948.89,Low,Commercial associate,Laborers,Urban,40206.45,325.27,3.0,836.68,0,Unpossessed,Urban,1,47074.22,32165.16,True
M,41.0,0.0,Low,State servant,Core staff,Semi-Urban,16249.28,154.34,1.0,764.6,1,Unpossessed,Semi-Urban,1,29582.72,12999.42,True
M,36.0,0.0,Low,Working,Not available,Rural,81061.18,233.08,1.0,700.69,0,Active,Semi-Urban,1,89486.56,56742.83,True
M,23.0,1879.6,Low,Working,Sales staff,Semi-Urban,62824.89,722.96,3.0,771.42,0,Inactive,Rural,1,83277.17,43977.42,True
F,18.0,5351.7775,Low,Commercial associate,Accountants,Urban,48533.02,566.11,2.0,868.03,0,Unpossessed,Semi-Urban,1,59582.71,38826.42,True
M,25.0,1037.35,Low,Commercial associate,Sales staff,Semi-Urban,75446.7,414.74,3.0,747.09,0,Unpossessed,Urban,1,134091.94,49040.36,True
F,18.0,2403.63,Low,Working,High skill tech staff,Semi-Urban,83385.47,374.97,2.0,877.64,0,Active,Urban,0,150151.27,62539.1,True
F,30.0,4777.59,Low,Commercial associate,Medicine staff,Semi-Urban,92456.18,468.36,1.0,791.62,1,Inactive,Semi-Urban,1,130618.94,73964.94,True
F,31.0,3262.74,Low,State servant,Medicine staff,Rural,208511.82,785.26,2.0,797.4,1,Unpossessed,Semi-Urban,1,249194.51,156383.86,True
M,61.0,2193.18,Low,Working,Accountants,Semi-Urban,63245.93,310.66,4.0,776.61,0,Unpossessed,Semi-Urban,1,94091.05,47434.45,True
F,65.0,5351.7775,High,Pensioner,Retired,Semi-Urban,73423.64,478.49,2.0,836.32,0,Inactive,Semi-Urban,1,125331.56,55067.73,True
M,22.0,1498.83,Low,Working,Core staff,Semi-Urban,13267.45,137.48,1.0,743.54,0,Inactive,Rural,1,22477.46,9287.22,True
F,41.0,2223.6,Low,Working,Low-skill Laborers,Semi-Urban,118103.05,581.29,3.0,719.1,0,Inactive,Semi-Urban,1,182777.7,82672.13,True
M,49.0,3402.02,Low,Working,Managers,Semi-Urban,160170.33,528.53,3.0,802.55,0,Inactive,Urban,1,189355.72,128136.26,True
F,27.0,0.0,Low,State servant,Core staff,Semi-Urban,220237.65,599.33,0.0,809.1,0,Unpossessed,Semi-Urban,1,353766.01,176190.12,True
F,46.0,1310.42,Low,Working,Sales staff,Semi-Urban,33685.36,372.08,4.0,712.97,1,Unpossessed,Urban,1,61831.2,21895.48,True
F,53.0,1883.34,Low,Working,Accountants,Semi-Urban,38530.34,384.92,2.0,748.33,0,Unpossessed,Semi-Urban,1,42426.25,26971.24,True
M,51.0,1217.21,Low,Working,Not available,Semi-Urban,63805.39,343.35,1.0,730.33,0,Active,Rural,1,72623.05,44663.77,True
F,65.0,633.78,High,Pensioner,Retired,Semi-Urban,11224.77,107.86,1.0,820.6,1,Unpossessed,Semi-Urban,1,14288.13,7857.34,True
M,24.0,2072.72,Low,Commercial associate,Accountants,Semi-Urban,95991.35,475.14,1.0,856.3,0,Unpossessed,Semi-Urban,1,113430.22,71993.51,True
F,56.0,1910.17,Low,Commercial associate,Security staff,Semi-Urban,86690.34,442.76,4.0,671.79,0,Unpossessed,Semi-Urban,1,134134.97,56348.72,True
M,48.0,3453.08,Low,Working,Not available,Rural,39418.28,244.63,1.0,812.82,0,Unpossessed,Rural,1,51662.64,29563.71,True
M,59.0,0.0,Low,Working,Realty agents,Semi-Urban,123515.9,370.45,2.0,706.63,0,Active,Rural,1,177812.71,86461.13,True
F,49.0,1053.26,Low,Working,Core staff,Semi-Urban,10138.46,110.88,2.0,717.87,1,Inactive,Rural,1,14279.1,6590.0,True
M,46.0,0.0,Low,Commercial associate,High skill tech staff,Rural,246597.03749999998,898.83,3.0,740.04,0,Active,Semi-Urban,1,369850.44375,177270.41499999998,True
F,50.0,1099.28,Low,Working,Core staff,Rural,81829.69,298.83,2.0,763.78,1,Unpossessed,Rural,1,112712.47,57280.78,True
F,40.0,1383.24,Low,Working,Managers,Urban,139065.89,589.55,2.0,758.02,0,Unpossessed,Urban,1,242541.06,104299.42,True
F,62.0,0.0,Low,Commercial associate,Laborers,Semi-Urban,153750.06,790.75,4.0,696.27,0,Active,Urban,1,213217.1,99937.54,True
F,48.0,0.0,Low,Commercial associate,Managers,Semi-Urban,35195.09,305.61,2.0,677.74,1,Active,Semi-Urban,1,66400.52,22876.81,True
M,52.0,1348.0,Low,Working,Sales staff,Semi-Urban,37554.47,194.66,1.0,739.59,0,Active,Semi-Urban,1,49320.86,26288.13,True
F,61.0,1417.14,Low,Commercial associate,High skill tech staff,Rural,36318.21,192.1,4.0,702.96,0,Unpossessed,Rural,1,58984.31,23606.84,True
F,65.0,1355.94,High,Pensioner,Retired,Urban,32391.36,361.87,2.0,832.82,0,Unpossessed,Semi-Urban,1,38382.55,25913.09,True
M,18.0,2054.19,Low,Working,Not available,Semi-Urban,67081.11,310.65,3.0,740.04,0,Unpossessed,Rural,1,78609.39,46956.78,True
M,22.0,5351.7775,Low,Commercial associate,Sales staff,Urban,126649.96,484.55,2.0,740.04,0,Inactive,Rural,1,201182.88,88654.97,True
F,18.0,2013.81,Low,Commercial associate,Laborers,Urban,83349.36,449.95,1.0,828.56,0,Unpossessed,Rural,1,98952.45,66679.49,True
M,42.0,1003.69,Low,Working,Sales staff,Semi-Urban,39375.41,255.41,1.0,760.34,1,Unpossessed,Rural,1,61115.06,31500.33,True
M,30.0,3194.73,Low,Working,Drivers,Semi-Urban,152708.57,725.93,3.0,709.63,0,Inactive,Rural,1,176059.02,106896.0,True
M,60.0,1161.72,Low,Working,High skill tech staff,Semi-Urban,70872.31,311.47,4.0,694.29,1,Inactive,Semi-Urban,1,122745.99,49610.62,True
F,60.0,0.0,Low,Pensioner,Retired,Semi-Urban,50658.71,296.11,0.0,841.68,0,Unpossessed,Urban,0,90578.55,40526.97,True
M,18.0,1534.18,Low,Commercial associate,Laborers,Urban,129218.57,512.99,2.0,791.59,1,Inactive,Semi-Urban,1,227153.26,96913.93,True
F,21.0,2460.36,Low,Working,Laborers,Semi-Urban,44694.11,387.41,2.0,743.33,0,Inactive,Rural,1,63315.72,31285.88,True
F,18.0,2918.48,Low,Commercial associate,Managers,Semi-Urban,135927.48,938.33,1.0,839.4,0,Active,Semi-Urban,1,245095.27,101945.61,True
M,65.0,3349.7,High,Pensioner,Retired,Semi-Urban,225495.49,642.26,2.0,818.28,0,Active,Semi-Urban,0,369850.44375,157846.84,True
M,18.0,4220.41,Low,Commercial associate,Sales staff,Urban,68954.13,501.7,2.0,746.88,1,Unpossessed,Urban,1,106446.22,48267.89,True
M,54.0,0.0,Low,Commercial associate,Drivers,Rural,49145.94,228.8,2.0,761.31,0,Active,Rural,1,62032.96,34402.16,True
F,56.0,3077.68,Low,Commercial associate,Sales staff,Semi-Urban,87729.93,354.96,2.0,777.67,0,Active,Semi-Urban,1,161492.47,61410.95,True
F,62.0,2010.19,High,Pensioner,Retired,Semi-Urban,148592.02,491.98,2.0,789.77,1,Active,Semi-Urban,1,173231.91,111444.01,True
F,50.0,2192.01,Low,Working,Accountants,Semi-Urban,61729.95,531.5,3.0,825.6,0,Active,Semi-Urban,1,68920.32,46297.46,True
M,26.0,1407.26,Low,Commercial associate,Medicine staff,Semi-Urban,50671.2,294.08,3.0,670.25,0,Unpossessed,Rural,1,80357.96,32936.28,True
M,52.0,0.0,Low,Commercial associate,Sales staff,Semi-Urban,112307.54,539.09,1.0,706.42,0,Active,Rural,1,157866.23,72999.9,True
F,33.0,2723.55,Low,Commercial associate,Sales staff,Semi-Urban,67175.85,334.31,3.0,672.3,1,Unpossessed,Urban,1,81790.48,47023.1,True
F,65.0,2030.41,High,Pensioner,Retired,Semi-Urban,66380.81,271.52,2.0,769.53,1,Active,Urban,1,78384.98,49785.61,True
M,51.0,2050.46,Low,Commercial associate,Sales staff,Semi-Urban,40907.64,349.93,2.0,654.1,0,Active,Rural,1,74451.43,28635.35,True
M,23.0,0.0,Low,Commercial associate,Laborers,Semi-Urban,214686.37,618.62,2.0,831.81,0,Active,Semi-Urban,1,357798.65,150280.46,True
F,48.0,1642.95,Low,Working,Medicine staff,Semi-Urban,50255.11,392.08,2.0,687.43,0,Inactive,Semi-Urban,1,92879.41,35178.58,True
M,35.0,2805.96,Low,Working,Medicine staff,Semi-Urban,192059.22,606.05,3.0,765.62,0,Inactive,Semi-Urban,1,238733.11,153647.38,True
F,60.0,2284.51,Low,Working,Laborers,Semi-Urban,113000.5,303.02,2.0,699.3,0,Inactive,Semi-Urban,1,160204.64,79100.35,True
M,48.0,0.0,Low,Commercial associate,Not available,Semi-Urban,36058.25,430.97,3.0,865.45,0,Active,Rural,1,59625.92,27043.69,True
M,30.0,2222.57,Low,Commercial associate,Core staff,Semi-Urban,103051.17,285.2,1.0,849.54,0,Active,Rural,1,186607.6,77288.38,True
M,49.0,2323.82,Low,Working,Core staff,Urban,246597.03749999998,646.71,2.0,859.61,0,Inactive,Rural,1,369850.44375,177270.41499999998,True
M,36.0,3220.55,Low,Commercial associate,Managers,Urban,46780.2,524.3,2.0,740.04,0,Unpossessed,Rural,1,87558.08,32746.14,True
M,62.0,0.0,High,Pensioner,Retired,Semi-Urban,127287.81,391.21,0.0,798.92,1,Inactive,Rural,1,187913.78,101830.25,True
M,43.0,1360.58,Low,Working,Laborers,Semi-Urban,70313.85,401.02,3.0,820.3,0,Active,Rural,1,98990.67,56251.08,True
F,64.0,1150.46,Low,Pensioner,Retired,Semi-Urban,68214.97,297.46,2.0,814.71,0,Active,Semi-Urban,0,113289.35,51161.23,True
M,65.0,3751.26,High,Pensioner,Retired,Semi-Urban,107186.32,412.2,1.0,702.15,0,Unpossessed,Semi-Urban,0,186577.81,69671.11,True
M,36.0,3354.83,Low,Working,Core staff,Semi-Urban,198861.24,646.18,2.0,684.13,1,Active,Rural,1,262274.88,139202.87,True
F,18.0,1731.77,Low,Working,Core staff,Rural,42023.2,270.46,1.0,736.28,1,Active,Rural,1,60393.9,29416.24,True
M,61.0,1384.58,High,Pensioner,Retired,Semi-Urban,71344.98,224.91,1.0,772.43,0,Active,Rural,0,87827.24,53508.74,True
F,60.0,807.18,Low,Working,High skill tech staff,Semi-Urban,25322.58,123.66,0.0,740.04,0,Active,Semi-Urban,1,32832.4,16459.68,True
M,47.0,1293.58,Low,Working,Not available,Semi-Urban,39420.77,161.62,4.0,694.43,1,Unpossessed,Urban,1,68478.01,27594.54,True
F,29.0,1545.9,Low,Working,Laborers,Semi-Urban,38980.78,337.41,2.0,688.73,0,Unpossessed,Urban,1,52602.45,27286.55,True
F,45.0,3848.07,Low,Commercial associate,Managers,Semi-Urban,227934.62,688.96,2.0,865.52,0,Unpossessed,Rural,0,357372.18,177270.41499999998,True
M,64.0,1403.12,Low,Commercial associate,Sales staff,Rural,82515.83,345.09,0.0,664.53,0,Active,Urban,1,107080.01,57761.08,True
M,18.0,0.0,Low,Working,Laborers,Semi-Urban,57613.61,481.11,2.0,814.43,0,Active,Rural,1,80327.65,43210.21,True
F,64.0,3452.79,High,Pensioner,Retired,Semi-Urban,98691.13,461.51,2.0,828.5,0,Active,Urban,1,143233.43,74018.35,True
M,27.0,0.0,Low,Commercial associate,Laborers,Semi-Urban,154656.89,453.86,0.0,839.59,1,Unpossessed,Urban,1,251499.21,115992.67,True
F,59.0,986.39,Low,State servant,Not available,Semi-Urban,63008.29,215.92,2.0,708.13,0,Inactive,Urban,1,113862.9,44105.8,True
F,29.0,2271.11,Low,Working,High skill tech staff,Semi-Urban,43760.49,217.93,4.0,759.31,0,Inactive,Rural,1,57740.99,30632.34,True
F,62.0,4139.01,Low,Working,Drivers,Semi-Urban,181143.66,513.46,4.0,723.17,0,Unpossessed,Rural,1,255072.52,126800.56,True
F,18.0,2917.1,Low,Working,Waiters/barmen staff,Semi-Urban,76411.3,392.24,3.0,714.78,0,Active,Urban,1,142130.53,49667.34,True
M,24.0,0.0,Low,Commercial associate,Managers,Semi-Urban,35081.86,158.86,2.0,740.04,0,Active,Urban,1,42229.6,26311.4,True
M,27.0,1603.43,Low,State servant,Medicine staff,Semi-Urban,105071.69,369.95,4.0,687.51,0,Unpossessed,Semi-Urban,1,199246.11,68296.6,True
M,41.0,1713.62,Low,Working,Core staff,Semi-Urban,30691.09,154.39,3.0,765.74,1,Inactive,Urban,1,54792.12,21483.76,True
M,64.0,2605.47,Low,Working,Medicine staff,Urban,130854.98,739.62,2.0,814.13,1,Unpossessed,Semi-Urban,1,195823.11,98141.24,True
M,52.0,1939.48,Low,Commercial associate,Core staff,Semi-Urban,76880.27,423.08,2.0,801.03,0,Active,Urban,1,86206.15,57660.2,True
M,60.0,2241.36,Low,Working,Accountants,Urban,63633.92,320.34,2.0,740.04,0,Inactive,Urban,1,85370.86,47725.44,True
F,61.0,2677.33,Low,State servant,Laborers,Semi-Urban,100960.54,409.07,2.0,821.35,0,Active,Semi-Urban,1,180578.54,80768.43,True
F,65.0,1464.6,High,Pensioner,Retired,Semi-Urban,154987.96,519.14,2.0,807.61,0,Inactive,Semi-Urban,1,225210.67,108491.57,True
F,64.0,2798.63,Low,Working,Medicine staff,Rural,246597.03749999998,750.45,3.0,796.25,1,Unpossessed,Urban,1,298498.45,177270.41499999998,True
M,18.0,2005.73,Low,State servant,Laborers,Semi-Urban,67345.27,252.97,4.0,709.23,0,Active,Rural,1,79881.11,47141.69,True
M,64.0,5351.7775,Low,Commercial associate,Managers,Semi-Urban,79006.85,386.27,5.0,701.18,0,Unpossessed,Semi-Urban,1,88978.36,51354.45,True
F,57.0,3080.95,Low,Working,Sales staff,Semi-Urban,129355.92,664.13,2.0,702.5,0,Active,Rural,1,174516.76,84081.35,True
F,32.0,2018.3,Low,Working,Security staff,Semi-Urban,35412.49,275.19,4.0,712.98,0,Active,Urban,1,57622.67,24788.74,True
F,63.0,1325.5,High,Pensioner,Retired,Semi-Urban,31501.25,109.25,2.0,816.21,0,Active,Urban,0,35298.01,22050.88,True
F,36.0,3093.77,Low,Working,Sales staff,Semi-Urban,66294.96,185.24,1.0,790.66,0,Unpossessed,Rural,1,87203.53,49721.22,True
F,60.0,2245.4,Low,Commercial associate,Managers,Semi-Urban,24228.42,108.15,2.0,707.89,1,Active,Urban,1,36145.59,16959.89,True
F,63.0,2068.77,Low,Pensioner,Retired,Rural,78099.27,276.39,1.0,794.9,0,Unpossessed,Semi-Urban,0,130954.12,58574.45,True
M,35.0,2513.02,Low,Commercial associate,Sales staff,Rural,94927.76,336.36,1.0,757.98,1,Inactive,Semi-Urban,1,114931.4,66449.43,True
F,48.0,1965.83,Low,Working,Core staff,Rural,69680.47,330.63,5.0,757.78,0,Active,Rural,1,104425.21,48776.33,True
F,38.0,1868.21,Low,Working,Sales staff,Semi-Urban,39807.04,217.03,1.0,761.92,0,Active,Rural,1,60409.09,29855.28,True
F,64.0,1416.36,Low,Working,Security staff,Semi-Urban,30076.95,173.04,1.0,672.38,0,Unpossessed,Urban,1,40094.66,19550.02,True
M,44.0,3522.99,Low,Working,Core staff,Semi-Urban,78150.56,359.82,1.0,774.11,0,Inactive,Semi-Urban,1,118576.77,62520.45,True
F,18.0,3017.08,Low,Commercial associate,Sales staff,Rural,103852.0,582.71,3.0,697.73,0,Inactive,Rural,1,151220.06,72696.4,True
M,64.0,0.0,High,Pensioner,Retired,Semi-Urban,67100.3,357.62,0.0,823.15,0,Active,Rural,1,123191.48,53680.24,True
M,21.0,2045.37,Low,Commercial associate,Core staff,Semi-Urban,113944.62,553.97,2.0,815.71,0,Active,Semi-Urban,1,137455.25,85458.46,True
M,49.0,2419.81,Low,Working,Not available,Semi-Urban,89295.07,299.95,4.0,702.97,0,Inactive,Semi-Urban,1,145151.47,62506.55,True
M,61.0,0.0,Low,Working,Laborers,Semi-Urban,62701.72,349.55,1.0,713.91,1,Inactive,Semi-Urban,1,90548.19,43891.2,True
M,54.0,0.0,Low,Commercial associate,Cleaning staff,Semi-Urban,64203.36,285.27,0.0,814.64,1,Unpossessed,Urban,1,105226.24,48152.52,True
F,26.0,0.0,Low,Working,High skill tech staff,Semi-Urban,88910.7,400.66,0.0,797.81,0,Inactive,Urban,1,107600.54,71128.56,True
M,61.0,4258.54,Low,Working,Not available,Semi-Urban,86949.86,406.79,1.0,806.26,0,Active,Semi-Urban,1,143484.75,60864.9,True
M,29.0,1835.08,Low,Working,Laborers,Semi-Urban,40132.31,183.37,4.0,769.4,0,Inactive,Semi-Urban,1,44891.41,30099.23,True
F,63.0,0.0,Low,Working,Not available,Semi-Urban,9719.85,129.24,3.0,707.38,0,Unpossessed,Rural,1,17510.28,6317.9,True
F,64.0,1576.37,Low,Working,Sales staff,Semi-Urban,19229.78,219.19,2.0,711.24,1,Active,Urban,1,28135.71,13460.85,True
