Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Location,Co-Applicant,Property Price,Loan sanctioned
F,31.0,1018.08,Low,Working,Laborers,Semi-Urban,47931.08,232.99,4.0,587.42,0,Unpossessed,Rural,1,85920.33,False
M,62.0,1724.94,Low,Working,Laborers,Semi-Urban,91881.27,350.65,1.0,633.23,0,Inactive,Urban,1,148158.43,False
F,55.0,2234.13,Low,Working,Accountants,Semi-Urban,61085.46,354.68,4.0,763.25,1,Unpossessed,Semi-Urban,1,113734.57,False
M,18.0,3060.21,Low,Working,Sales staff,Semi-Urban,116409.82,666.3,4.0,766.33,0,Active,Semi-Urban,0,143416.14,False
F,52.0,912.83,Low,Working,Cooking staff,Rural,86440.19,264.65,2.0,640.32,0,Active,Semi-Urban,0,100026.27,False
F,59.0,972.49,Low,Working,Laborers,Semi-Urban,77460.0,403.74,2.0,724.16,0,Unpossessed,Urban,0,120596.0,False
F,21.0,0.0,Low,Commercial associate,Laborers,Semi-Urban,46527.43,368.3,0.0,637.61,0,Active,Urban,0,80430.37,False
M,28.0,2730.12,Low,Working,Laborers,Semi-Urban,49236.13,285.32,2.0,687.94,0,Unpossessed,Semi-Urban,1,88627.94,False
M,62.0,3456.7,Low,Commercial associate,Managers,Urban,92245.61,462.07,2.0,788.07,0,Inactive,Semi-Urban,0,157701.08,False
F,50.0,3117.88,Low,Working,Laborers,Semi-Urban,155624.4,663.32,3.0,621.95,0,Active,Urban,0,275712.67,False
F,54.0,2834.01,Low,Working,Not available,Semi-Urban,73761.15,514.46,4.0,648.94,0,Active,Semi-Urban,1,82856.51,False
M,18.0,0.0,Low,Working,Laborers,Semi-Urban,31878.64,212.54,1.0,740.04,0,Unpossessed,Rural,1,47947.72,False
F,37.0,3651.21,Low,Working,Not available,Urban,23626.66,284.92,1.0,767.31,1,Unpossessed,Semi-Urban,0,41990.2,False
F,52.0,2554.29,Low,Working,Cleaning staff,Semi-Urban,84677.7,379.8,2.0,695.35,0,Active,Semi-Urban,0,106176.64,False
F,18.0,5062.66,Low,Commercial associate,Managers,Semi-Urban,226933.9,670.41,2.0,734.52,1,Inactive,Rural,1,342188.40624999994,False
F,29.0,4153.88,Low,Commercial associate,Sales staff,Semi-Urban,121937.23,428.69,1.0,832.87,1,Active,Urban,1,189444.51,False
M,18.0,833.78,Low,Commercial associate,Not available,Semi-Urban,53247.49,242.63,2.0,617.31,0,Active,Semi-Urban,1,72155.99,False
M,42.0,2018.0,Low,Working,Core staff,Semi-Urban,57963.99,385.86,1.0,637.07,0,Inactive,Semi-Urban,0,76876.28,False
F,46.0,1202.88,Low,Working,Drivers,Semi-Urban,36357.26,241.92,1.0,655.1,1,Active,Urban,1,59073.01,False
M,18.0,1558.44,Low,Working,Sales staff,Rural,91659.68,625.99,2.0,622.89,0,Active,Semi-Urban,1,137547.75,False
M,41.0,5137.077499999999,Low,State servant,Not available,Urban,42400.21,186.43,2.0,769.61,0,Unpossessed,Urban,0,60905.41,False
F,18.0,1529.86,Low,Working,Not available,Semi-Urban,34443.57,278.23,2.0,593.45,0,Active,Urban,1,46781.23,False
M,63.0,2393.38,High,Pensioner,Retired,Rural,20036.28,98.13,4.0,721.19,0,Inactive,Urban,1,24201.75,False
F,25.0,1955.86,Low,Working,Sales staff,Semi-Urban,49055.98,495.03,1.0,741.79,0,Inactive,Urban,1,81860.25,False
M,33.0,1894.59,Low,Commercial associate,Laborers,Semi-Urban,74578.28,663.62,4.0,637.25,0,Active,Semi-Urban,1,123765.57,False
M,41.0,3116.12,Low,Working,Not available,Urban,220537.53,608.8,3.0,813.0,0,Active,Urban,0,342188.40624999994,False
F,50.0,2619.43,Low,Commercial associate,Laborers,Semi-Urban,39801.64,412.16,2.0,721.01,0,Unpossessed,Urban,1,74259.32,False
F,62.0,1978.67,Low,State servant,Drivers,Semi-Urban,196136.23,552.55,2.0,787.87,0,Active,Urban,1,342188.40624999994,False
M,27.0,4496.22,Low,Working,Core staff,Semi-Urban,162587.99,517.17,4.0,687.25,0,Inactive,Semi-Urban,1,274681.79,False
M,44.0,1942.67,Low,Working,Managers,Semi-Urban,76240.08,391.13,1.0,631.61,1,Inactive,Urban,1,132069.23,False
M,54.0,3595.72,Low,State servant,Security staff,Semi-Urban,229826.46625,759.59,2.0,598.2,0,Active,Urban,1,342188.40624999994,False
F,18.0,0.0,Low,Working,Laborers,Rural,70392.6,511.33,3.0,633.04,0,Inactive,Rural,1,92778.41,False
M,22.0,3810.99,Low,Commercial associate,Core staff,Urban,229826.46625,912.1887499999999,2.0,768.06,0,Active,Semi-Urban,1,342188.40624999994,False
F,56.0,1739.14,Low,Commercial associate,Cooking staff,Semi-Urban,41136.39,155.85,3.0,653.75,0,Active,Semi-Urban,0,49277.56,False
M,59.0,2608.9,Low,Commercial associate,Drivers,Semi-Urban,61608.64,231.46,1.0,672.76,0,Active,Urban,0,84114.91,False
M,30.0,2230.12,Low,Commercial associate,Sales staff,Semi-Urban,136669.72,613.84,2.0,607.96,0,Active,Urban,1,216588.69,False
F,37.0,0.0,Low,Working,Drivers,Urban,37201.8,201.79,4.0,649.77,0,Unpossessed,Rural,1,57852.87,False
M,23.0,2679.62,Low,Working,Laborers,Semi-Urban,32209.2,177.56,2.0,629.3,0,Unpossessed,Urban,1,58667.89,False
M,23.0,2673.06,Low,Commercial associate,Managers,Semi-Urban,143999.92,644.33,3.0,776.18,0,Active,Urban,1,184222.82,False
M,18.0,3529.98,Low,Working,Private service staff,Rural,203430.73,799.99,2.0,715.88,0,Inactive,Urban,1,255999.18,False
M,42.0,3152.88,Low,State servant,High skill tech staff,Semi-Urban,229826.46625,752.28,1.0,609.09,0,Unpossessed,Semi-Urban,0,342188.40624999994,False
M,18.0,2713.69,Low,Working,Laborers,Rural,40860.84,185.58,3.0,649.53,0,Active,Urban,1,62725.28,False
F,57.0,2428.13,Low,Working,Accountants,Semi-Urban,123500.03,370.65,1.0,682.28,0,Active,Rural,0,186819.72,False
M,64.0,1854.57,Low,Working,Laborers,Semi-Urban,161632.75,522.47,1.0,637.28,0,Unpossessed,Urban,0,198617.69,False
M,40.0,2383.53,Low,Working,Laborers,Semi-Urban,52955.98,374.13,3.0,619.21,0,Active,Semi-Urban,1,71024.88,False
F,20.0,0.0,Low,Working,Laborers,Semi-Urban,41614.52,206.44,2.0,611.96,0,Unpossessed,Semi-Urban,1,62008.44,False
F,61.0,1733.15,Low,Working,Not available,Semi-Urban,172764.14,714.36,3.0,824.04,1,Inactive,Rural,0,220720.77,False
M,21.0,1398.04,Low,Working,Core staff,Semi-Urban,26822.29,250.14,1.0,774.81,0,Inactive,Semi-Urban,1,31917.45,False
F,51.0,0.0,Low,Commercial associate,Managers,Semi-Urban,23535.37,0.0,1.0,612.15,1,Inactive,Semi-Urban,1,27959.19,False
F,38.0,1805.15,Low,Working,Core staff,Rural,52024.49,248.72,2.0,749.44,0,Inactive,Rural,1,89852.57,False
F,25.0,2870.9,Low,Working,Medicine staff,Semi-Urban,111111.13,315.99,2.0,832.32,0,Active,Urban,0,192749.69,False
F,61.0,2439.1,Low,Working,Sales staff,Rural,37956.51,205.1,1.0,641.09,0,Active,Semi-Urban,0,60131.4,False
M,63.0,424.45,High,Pensioner,Retired,Semi-Urban,90769.82,320.73,2.0,842.39,0,Active,Semi-Urban,1,122858.81,False
M,42.0,5137.077499999999,Low,Commercial associate,Managers,Semi-Urban,103467.15,646.07,1.0,612.32,0,Unpossessed,Urban,1,125594.03,False
M,32.0,0.0,Low,Working,Cooking staff,Rural,58996.9,268.52,2.0,646.21,0,Inactive,Semi-Urban,1,97523.0,False
F,24.0,3688.7,Low,Working,Not available,Semi-Urban,69877.33,340.96,2.0,642.39,0,Inactive,Urban,1,84903.13,False
M,47.0,1385.9,Low,Working,Cleaning staff,Semi-Urban,35713.34,291.77,1.0,607.75,0,Active,Semi-Urban,1,44337.54,False
M,34.0,788.05,Low,Working,Core staff,Semi-Urban,83317.37,373.62,5.0,662.8,0,Inactive,Rural,0,93755.12,False
M,61.0,4444.41,Low,Working,Laborers,Semi-Urban,176286.21,475.17,3.0,693.76,0,Active,Semi-Urban,1,290453.15,False
M,33.0,2616.03,Low,Working,Drivers,Semi-Urban,22040.54,228.0,3.0,643.75,0,Unpossessed,Urban,1,32978.03,False
M,29.0,1823.53,Low,Working,Sales staff,Urban,26814.54,129.45,3.0,640.55,1,Unpossessed,Semi-Urban,0,32796.26,False
M,28.0,1811.54,Low,Working,Laborers,Semi-Urban,20198.33,229.69,2.0,681.21,0,Inactive,Urban,1,29185.67,False
F,36.0,1213.94,Low,Working,Laborers,Rural,22058.1,270.95,1.0,639.2,1,Inactive,Rural,1,24971.63,False
M,24.0,1612.91,Low,Working,Laborers,Semi-Urban,124502.55,363.24,3.0,732.45,0,Inactive,Semi-Urban,0,143107.33,False
M,37.0,2691.13,Low,Working,Core staff,Semi-Urban,76368.76,380.48,2.0,634.33,0,Unpossessed,Semi-Urban,1,128919.81,False
M,18.0,2284.95,Low,Commercial associate,Sales staff,Urban,67736.57,566.07,2.0,694.57,1,Unpossessed,Urban,0,79571.59,False
F,24.0,1762.63,Low,Working,Core staff,Semi-Urban,41880.84,207.0,2.0,729.82,1,Unpossessed,Urban,1,74636.04,False
F,18.0,2037.82,Low,Working,Drivers,Semi-Urban,197862.75,587.32,3.0,730.25,0,Inactive,Urban,0,231902.93,False
F,42.0,1353.08,Low,Working,Laborers,Semi-Urban,26657.47,159.92,2.0,724.84,0,Inactive,Semi-Urban,1,29608.35,False
M,26.0,0.0,Low,Working,Core staff,Semi-Urban,133307.01,387.05,4.0,633.64,0,Unpossessed,Semi-Urban,1,153005.73,False
F,27.0,1224.95,Low,Working,Sales staff,Semi-Urban,33451.24,167.88,1.0,706.0,0,Active,Semi-Urban,1,53965.53,False
M,30.0,2648.83,Low,Working,Laborers,Semi-Urban,91359.75,473.35,3.0,719.85,0,Inactive,Rural,0,135531.92,False
M,18.0,1749.12,Low,Working,Sales staff,Semi-Urban,27200.82,128.87,3.0,620.22,0,Active,Semi-Urban,1,37389.05,False
F,48.0,1482.18,Low,Working,Core staff,Rural,128122.03,407.28,2.0,640.77,0,Inactive,Urban,0,148210.57,False
M,49.0,1996.85,Low,Working,Laborers,Rural,68163.78,445.15,2.0,715.68,0,Unpossessed,Rural,1,111259.13,False
F,54.0,0.0,Low,Working,Private service staff,Semi-Urban,57831.39,547.65,2.0,740.04,0,Unpossessed,Semi-Urban,0,72827.35,False
F,37.0,1074.11,Low,Working,Not available,Rural,105197.66,376.04,1.0,772.03,0,Unpossessed,Urban,1,189064.09,False
F,21.0,4838.05,Low,Commercial associate,Laborers,Semi-Urban,89314.42,543.77,1.0,640.75,0,Inactive,Semi-Urban,1,167456.7,False
F,20.0,1130.54,Low,Commercial associate,Secretaries,Semi-Urban,25230.0,120.98,1.0,680.89,0,Active,Rural,0,45188.35,False
M,61.0,1988.66,Low,Working,Not available,Semi-Urban,26051.8,302.21,4.0,607.95,1,Active,Rural,1,29912.44,False
F,56.0,3141.17,Low,Working,Not available,Semi-Urban,93044.81,655.16,1.0,609.09,0,Unpossessed,Rural,1,131287.05,False
F,37.0,1513.61,Low,Working,Accountants,Semi-Urban,146269.43,439.58,3.0,687.15,0,Unpossessed,Urban,0,265776.95,False
F,58.0,0.0,Low,Working,Laborers,Rural,21787.6,261.43,0.0,740.04,1,Inactive,Semi-Urban,1,32477.93,False
F,51.0,2545.02,Low,Working,Drivers,Rural,58009.9,488.25,0.0,615.54,0,Active,Urban,1,85294.15,False
F,58.0,2285.5,Low,Commercial associate,Laborers,Semi-Urban,165254.77,402.21,2.0,610.87,0,Active,Rural,1,262408.95,False
M,43.0,2210.82,Low,Working,Cooking staff,Semi-Urban,69793.25,577.89,3.0,708.29,0,Inactive,Semi-Urban,0,128469.72,False
M,45.0,1677.04,Low,Working,Laborers,Rural,40539.25,411.97,1.0,631.57,0,Inactive,Rural,0,62770.34,False
F,47.0,1998.2,Low,Working,Laborers,Semi-Urban,112564.43,802.02,1.0,610.78,1,Active,Rural,0,189439.44,False
M,18.0,1714.12,Low,Working,Laborers,Semi-Urban,122005.83,458.66,4.0,614.19,0,Inactive,Semi-Urban,0,175528.5,False
F,49.0,2037.72,Low,Working,Laborers,Semi-Urban,62392.28,412.81,2.0,647.09,0,Inactive,Rural,1,116660.49,False
F,53.0,1821.38,Low,Commercial associate,Not available,Semi-Urban,84570.4,578.31,0.0,599.46,0,Inactive,Semi-Urban,0,108192.64,False
M,18.0,1830.42,Low,Working,Not available,Semi-Urban,46680.31,217.44,2.0,648.74,0,Unpossessed,Rural,1,70452.47,False
M,39.0,1067.26,Low,State servant,Not available,Semi-Urban,54426.9,427.04,1.0,777.48,0,Active,Rural,0,71091.51,False
F,18.0,3189.61,Low,Working,Security staff,Semi-Urban,140742.14,568.9,1.0,621.42,1,Unpossessed,Rural,1,198680.59,False
F,56.0,1524.19,Low,Working,Laborers,Semi-Urban,42405.43,144.31,3.0,618.13,0,Unpossessed,Semi-Urban,1,76937.03,False
F,48.0,2426.34,Low,Working,Core staff,Rural,80849.76,369.65,4.0,737.59,0,Active,Semi-Urban,0,126761.59,False
M,26.0,1980.95,Low,Working,Not available,Semi-Urban,73356.09,314.03,1.0,631.54,0,Active,Rural,1,85907.5,False
M,27.0,3472.21,Low,Working,Laborers,Semi-Urban,108969.5,485.7,3.0,753.48,0,Unpossessed,Semi-Urban,0,144388.07,False
F,44.0,1603.07,Low,Working,Cooking staff,Semi-Urban,44545.04,322.82,2.0,641.7,0,Unpossessed,Semi-Urban,1,57774.83,False
M,54.0,1676.47,Low,Working,Accountants,Semi-Urban,104185.89,547.5,3.0,730.91,0,Active,Rural,0,145676.97,False
M,49.0,1372.38,Low,Working,Waiters/barmen staff,Semi-Urban,31355.87,227.01,1.0,627.19,0,Active,Semi-Urban,1,47454.03,False
F,37.0,2138.79,Low,State servant,Drivers,Semi-Urban,121868.72,357.75,4.0,656.58,0,Inactive,Urban,0,201706.41,False
M,59.0,945.99,Low,Working,High skill tech staff,Semi-Urban,40586.89,344.73,3.0,715.09,1,Inactive,Rural,1,69250.59,False
F,21.0,2440.35,Low,Commercial associate,Core staff,Urban,75287.49,766.07,2.0,752.84,0,Active,Rural,0,114654.71,False
F,61.0,2559.46,Low,Commercial associate,Sales staff,Semi-Urban,134209.21,608.98,3.0,718.52,0,Unpossessed,Rural,1,162985.25,False
M,40.0,5137.077499999999,Low,Working,Managers,Semi-Urban,179658.36,676.63,2.0,842.11,0,Active,Semi-Urban,1,291300.15,False
M,37.0,1899.47,Low,Working,Sales staff,Semi-Urban,22231.54,229.22,1.0,757.73,1,Inactive,Rural,0,35917.27,False
M,64.0,1727.31,Low,Working,Laborers,Semi-Urban,26740.41,202.33,1.0,654.19,0,Inactive,Urban,1,37764.22,False
F,49.0,2073.28,Low,Working,Not available,Rural,60115.45,358.32,2.0,774.27,0,Unpossessed,Rural,0,108226.55,False
M,38.0,1394.94,Low,Working,Medicine staff,Semi-Urban,25001.86,124.67,1.0,648.99,0,Active,Rural,1,38553.17,False
M,59.0,1942.88,Low,Commercial associate,Core staff,Rural,62781.26,205.84,3.0,641.75,1,Inactive,Semi-Urban,0,101277.66,False
M,21.0,1315.31,Low,Working,Laborers,Semi-Urban,38442.42,266.26,2.0,610.63,1,Inactive,Rural,1,56060.1,False
M,63.0,5137.077499999999,Low,Working,Managers,Semi-Urban,174304.98,912.1887499999999,2.0,687.4,0,Inactive,Urban,0,209090.86,False
M,46.0,5137.077499999999,Low,Commercial associate,Not available,Semi-Urban,200151.14,766.75,1.0,629.02,0,Inactive,Rural,0,289554.2,False
M,65.0,3404.11,High,Pensioner,Retired,Semi-Urban,178893.16,693.82,2.0,679.04,0,Inactive,Rural,1,231357.55,False
F,64.0,2792.14,Low,State servant,Drivers,Rural,34399.78,419.26,3.0,620.15,0,Inactive,Semi-Urban,1,50491.51,False
F,63.0,2767.2,Low,Working,Laborers,Rural,84410.29,515.37,5.0,628.68,0,Active,Rural,1,140497.36,False
F,50.0,0.0,Low,Working,Sales staff,Urban,25406.59,133.15,2.0,611.23,0,Inactive,Semi-Urban,1,37311.0,False
F,61.0,1241.45,Low,Commercial associate,Laborers,Semi-Urban,52103.98,184.13,0.0,622.33,0,Active,Rural,1,63290.96,False
F,18.0,2541.04,Low,Working,Not available,Semi-Urban,152016.6,495.69,2.0,837.19,0,Unpossessed,Semi-Urban,1,203209.2,False
F,61.0,0.0,Low,Working,Managers,Rural,50551.41,163.09,1.0,623.23,0,Active,Semi-Urban,1,78098.19,False
F,52.0,0.0,Low,Working,Sales staff,Urban,103545.16,368.05,2.0,740.04,0,Active,Rural,1,114027.01,False
F,53.0,1534.28,Low,Commercial associate,Not available,Semi-Urban,106057.25,561.72,3.0,632.88,0,Active,Semi-Urban,0,189494.42,False
M,30.0,3020.67,Low,Commercial associate,High skill tech staff,Rural,47521.15,308.94,1.0,582.3,0,Inactive,Rural,0,81297.95,False
M,29.0,2216.09,Low,Working,Not available,Rural,22902.67,253.79,2.0,652.11,0,Inactive,Urban,0,31994.74,False
F,49.0,990.6,Low,Working,Laborers,Semi-Urban,26957.24,136.12,3.0,720.7,0,Inactive,Rural,0,51150.98,False
M,49.0,1284.24,Low,Working,Cooking staff,Semi-Urban,25498.38,108.02,3.0,685.76,1,Inactive,Rural,1,44192.99,False
F,60.0,2283.21,Low,Working,Drivers,Rural,75388.02,394.56,1.0,599.52,0,Active,Urban,1,128337.51,False
M,63.0,1018.62,Low,Working,Secretaries,Rural,119477.51,518.67,2.0,645.22,0,Active,Urban,0,167939.64,False
F,19.0,2437.86,Low,Working,Laborers,Semi-Urban,102816.71,327.84,3.0,666.6,0,Inactive,Urban,1,161310.44,False
F,49.0,3114.6,Low,Working,Drivers,Rural,30255.66,249.81,3.0,636.23,1,Unpossessed,Semi-Urban,0,48082.53,False
M,18.0,1103.85,Low,Working,Sales staff,Semi-Urban,43915.58,381.82,3.0,740.04,0,Active,Rural,0,82333.61,False
F,44.0,3041.82,Low,Working,Laborers,Semi-Urban,62341.24,511.63,2.0,828.73,0,Active,Rural,1,75559.15,False
F,49.0,3874.26,Low,Working,Not available,Semi-Urban,119081.09,354.84,3.0,726.07,0,Active,Urban,0,171457.58,False
F,64.0,1142.7,High,Pensioner,Retired,Semi-Urban,41373.38,169.45,2.0,812.18,1,Inactive,Urban,1,68860.23,False
F,41.0,1741.1,Low,Working,Sales staff,Semi-Urban,73532.2,357.65,3.0,682.28,0,Active,Semi-Urban,0,121148.46,False
F,44.0,2023.65,Low,State servant,Laborers,Semi-Urban,49080.36,487.56,1.0,740.04,0,Unpossessed,Semi-Urban,0,63949.17,False
M,18.0,2273.27,Low,Working,Sales staff,Semi-Urban,69189.23,318.13,1.0,704.83,0,Inactive,Rural,0,115529.41,False
F,18.0,1669.5,Low,Working,Sales staff,Semi-Urban,183009.84,550.49,2.0,642.98,0,Unpossessed,Semi-Urban,1,305635.39,False
M,51.0,3810.41,Low,State servant,Core staff,Urban,112702.52,774.52,4.0,810.21,1,Active,Urban,0,150971.69,False
M,18.0,2275.64,Low,Working,Sales staff,Semi-Urban,32821.22,235.53,1.0,678.75,0,Unpossessed,Rural,0,58872.43,False
F,18.0,2437.63,Low,Working,Laborers,Rural,32740.19,412.54,2.0,627.0,0,Active,Semi-Urban,0,61258.16,False
F,62.0,0.0,Low,Commercial associate,Core staff,Semi-Urban,74756.49,473.03,2.0,629.54,0,Unpossessed,Rural,1,100878.95,False
F,18.0,3141.91,Low,Working,High skill tech staff,Urban,37374.62,376.47,1.0,640.92,0,Active,Semi-Urban,1,43307.77,False
M,18.0,1668.11,Low,Commercial associate,Not available,Rural,45440.32,299.32,3.0,648.2,0,Active,Rural,1,83449.9,False
M,46.0,2969.73,Low,Working,Private service staff,Semi-Urban,102561.85,431.4,2.0,626.5,0,Active,Semi-Urban,1,130167.41,False
M,52.0,4492.91,Low,State servant,Accountants,Semi-Urban,99567.14,912.1887499999999,3.0,824.82,0,Inactive,Rural,1,170760.21,False
F,61.0,2082.48,Low,Working,Laborers,Semi-Urban,86795.13,418.59,2.0,618.15,0,Active,Urban,0,118498.34,False
F,49.0,1825.46,Low,State servant,Cleaning staff,Semi-Urban,34356.68,222.16,2.0,718.76,0,Active,Semi-Urban,1,62764.04,False
M,40.0,2103.73,Low,Working,Not available,Semi-Urban,25182.61,126.82,2.0,604.45,0,Active,Urban,1,35404.08,False
F,48.0,1420.82,Low,Commercial associate,Not available,Urban,85256.4,399.64,2.0,652.25,1,Active,Urban,0,147904.9,False
M,45.0,3950.78,Low,Working,Sales staff,Semi-Urban,43481.24,351.8,2.0,606.54,1,Unpossessed,Urban,1,67767.12,False
M,18.0,3128.14,Low,Working,Laborers,Semi-Urban,52147.0,468.37,2.0,629.68,0,Unpossessed,Rural,1,69470.7,False
F,53.0,4486.71,Low,Commercial associate,Managers,Semi-Urban,46811.8,256.98,3.0,721.72,0,Inactive,Semi-Urban,0,68053.95,False
M,44.0,3439.03,Low,Working,Managers,Urban,112302.74,912.1887499999999,2.0,785.21,1,Active,Urban,0,164770.24,False
F,27.0,4742.88,Low,Commercial associate,Laborers,Semi-Urban,58234.96,365.42,2.0,821.03,0,Unpossessed,Semi-Urban,0,68214.35,False
M,54.0,5137.077499999999,Low,Commercial associate,Sales staff,Rural,229826.46625,912.1887499999999,3.0,780.53,0,Active,Rural,0,342188.40624999994,False
M,46.0,2889.33,Low,Working,Laborers,Semi-Urban,127504.57,472.39,3.0,802.43,0,Unpossessed,Urban,1,158121.99,False
F,18.0,1229.71,Low,Working,Laborers,Rural,26688.46,192.94,1.0,631.66,0,Active,Urban,1,36857.32,False
M,59.0,3187.59,Low,Working,Laborers,Rural,58866.77,356.19,4.0,625.48,0,Unpossessed,Rural,1,99313.4,False
F,50.0,2023.09,Low,Working,Cleaning staff,Semi-Urban,153007.64,726.61,1.0,720.07,1,Inactive,Urban,1,170102.92,False
M,26.0,1013.1,Low,Working,Core staff,Semi-Urban,24737.98,135.13,2.0,643.52,0,Active,Urban,0,41809.01,False
M,51.0,2652.18,Low,Working,Accountants,Semi-Urban,76914.39,334.14,2.0,758.06,0,Active,Rural,0,93880.56,False
M,62.0,2441.33,Low,State servant,Core staff,Semi-Urban,36553.45,328.59,3.0,763.55,0,Inactive,Rural,1,64891.28,False
M,39.0,0.0,Low,Commercial associate,Laborers,Semi-Urban,36500.39,301.41,1.0,645.46,0,Unpossessed,Urban,1,40701.45,False
F,64.0,1900.48,Low,Commercial associate,High skill tech staff,Semi-Urban,18605.16,67.8,2.0,766.23,0,Inactive,Rural,0,28810.19,False
M,21.0,1514.88,Low,Commercial associate,Sales staff,Semi-Urban,84339.52,399.29,2.0,701.94,0,Inactive,Semi-Urban,1,103034.2,False
F,30.0,1004.58,Low,Commercial associate,Core staff,Rural,19318.84,216.25,2.0,687.0,0,Inactive,Urban,0,26287.24,False
F,18.0,4840.29,Low,Commercial associate,Core staff,Urban,25542.11,139.32,1.0,615.74,0,Active,Urban,0,28966.61,False
F,63.0,3026.35,Low,Commercial associate,Not available,Semi-Urban,83188.87,241.48,1.0,848.05,0,Active,Rural,1,145643.57,False
F,62.0,2328.45,Low,Commercial associate,Not available,Urban,97579.64,561.32,2.0,794.18,0,Active,Rural,0,183521.73,False
F,61.0,1081.49,High,Pensioner,Retired,Semi-Urban,75060.08,272.17,1.0,771.89,0,Active,Urban,1,103097.24,False
M,54.0,2135.61,Low,Working,Laborers,Semi-Urban,134300.15,525.99,2.0,685.46,1,Inactive,Rural,1,212886.87,False
M,50.0,2164.12,Low,Working,Medicine staff,Semi-Urban,160341.54,614.11,2.0,788.54,0,Active,Rural,1,192812.78,False
M,44.0,2354.59,Low,Working,Drivers,Semi-Urban,19791.08,145.25,0.0,630.63,1,Inactive,Semi-Urban,0,35796.92,False
F,56.0,4020.91,Low,Working,Laborers,Semi-Urban,112435.8,816.62,2.0,646.96,1,Active,Semi-Urban,1,154485.76,False
F,31.0,1214.24,Low,State servant,Core staff,Semi-Urban,38757.46,206.04,2.0,729.41,0,Active,Semi-Urban,0,71919.39,False
F,54.0,1330.31,Low,Working,Laborers,Semi-Urban,40404.71,283.74,4.0,606.48,0,Unpossessed,Semi-Urban,1,50722.12,False
M,21.0,1373.27,Low,Working,Sales staff,Semi-Urban,177615.73,591.87,2.0,788.74,1,Active,Rural,1,289541.32,False
F,32.0,2279.98,Low,Working,Accountants,Semi-Urban,218319.54,610.85,2.0,835.94,0,Unpossessed,Rural,0,285853.22,False
M,61.0,1239.41,High,Pensioner,Retired,Semi-Urban,43056.46,207.67,2.0,844.08,0,Active,Semi-Urban,0,55250.66,False
F,62.0,1159.42,Low,Working,Laborers,Semi-Urban,35200.57,123.09,2.0,736.24,0,Active,Semi-Urban,1,57189.16,False
M,49.0,2786.97,Low,Commercial associate,Laborers,Semi-Urban,56238.1,396.42,2.0,649.24,0,Unpossessed,Semi-Urban,0,68030.87,False
M,57.0,0.0,Low,Commercial associate,Laborers,Semi-Urban,74366.7,518.02,2.0,648.25,0,Unpossessed,Semi-Urban,1,115330.05,False
F,61.0,0.0,Low,Working,Drivers,Semi-Urban,67844.6,411.02,2.0,629.36,0,Active,Semi-Urban,1,128048.49,False
M,18.0,2371.11,Low,Working,Sales staff,Semi-Urban,28510.58,205.22,1.0,753.68,0,Inactive,Rural,1,42611.36,False
F,41.0,1375.08,Low,Working,Sales staff,Semi-Urban,74644.77,318.96,2.0,842.25,0,Active,Urban,0,139947.57,False
M,55.0,1242.26,Low,Working,Cooking staff,Semi-Urban,37960.42,370.04,4.0,768.15,0,Unpossessed,Semi-Urban,0,44079.37,False
